,Date,Team,Name,DL_length,team_id,player_id
0,20000323, Rockies,John Thomson,60,COL,thomj005
1,20000401, Devil Rays,Wilson Alvarez,0,TBA,alvaw001
2,20000401, Dodgers,Antonio Osuna,15,LAN,osuna002
3,20000408, Mets,Darryl Hamilton,15,NYN,hamid001
4,20000408, Orioles,Mike Timlin,15,BAL,timlm001
5,20000408, Padres,Carlos Hernandez (Alberto),15,SDN,
7,20000426, Rangers,Mike Munoz,15,TEX,munom001
9,20000524, Braves,Kevin McGlinchy,15,ATL,mcglk001
10,20000524, Indians,Paul Shuey,15,CLE,shuep001
12,20000530, Diamondbacks,Todd Stottlemyre,15,ARI,stott001
14,20000530, Mariners,Gil Meche,15,SEA,mechg001
15,20000530, Mets,Rey Ordonez,15,NYN,ordor001
16,20000530, Padres,Sterling Hitchcock,15,SDN,hitcs001
17,20000530, Tigers,Gregg Jefferies,15,DET,jeffg001
19,20000530, Rangers,Dan Kolb,15,TEX,
20,20000621, Astros,Billy Wagner,15,HOU,wagnb001
21,20000621, Rangers,Darren Oliver,15,TEX,olivd001
24,20000703, Diamondbacks,Alex Cabrera,15,ARI,cabra001
27,20000707, Mariners,Frank Rodriguez,15,SEA,
29,20000707, Reds,Osvaldo Fernandez,15,CIN,ferno001
30,20000712, Phillies,Scott Aldred,60,PHI,aldrs001
31,20000712, Yankees,Shane Spencer,60,NYA,spens001
35,20000731, Astros,Mitch Meluskey,15,HOU,melum001
36,20000822, Athletics,Jeremy Giambi,15,OAK,giamj002
37,20000822, Mariners,Jay Buhner,15,SEA,buhnj001
38,20000831, Cardinals,Jason Woolf,15,SLN,
40,20000926, Indians,Charles Nagy,15,CLE,nagyc001
62,20010309, Orioles,Albert Belle,60,BAL,bellj002
63,20010311, Yankees,Allen Watson,60,NYA,watsa001
64,20010321, Reds,Seth Etherton,60,CIN,ethes001
65,20010322, Expos,Carl Pavano,15,MON,pavac001
66,20010322, Rangers,Gabe Kapler,0,TEX,kaplg001
67,20010323, Blue Jays,Andy Thompson,15,TOR,thoma002
68,20010323, Blue Jays,Jeff Frye,15,TOR,fryej001
69,20010323, Blue Jays,Mike Sirtoka,15,TOR,
70,20010323, Cardinals,Carlos Hernandez (Alberto),15,SLN,
71,20010323, Cardinals,Garrett Stephenson,15,SLN,stepg001
72,20010323, Cardinals,Jason Christiansen,15,SLN,chrij002
73,20010323, Cardinals,Luther Hackman,15,SLN,hackl001
74,20010325, Cardinals,Bobby Bonilla,15,SLN,bonib001
75,20010327, Brewers,Everett Stull,15,MIL,stule001
76,20010327, Brewers,Mark Loretta,15,MIL,lorem001
77,20010327, White Sox,Bill Simas,15,CHA,simab001
78,20010327, White Sox,James Baldwin (b. 1971-07-15),15,CHA,
79,20010331, Astros,Doug Brocail,15,HOU,brocd001
80,20010331, Astros,Shane Reynolds,15,HOU,reyns001
81,20010331, Athletics,Chad Harville,60,OAK,harvc001
82,20010331, Athletics,John Jaha,15,OAK,jahaj001
83,20010331, Blue Jays,Andy Thompson,15,TOR,thoma002
84,20010331, Blue Jays,Jeff Frye,15,TOR,fryej001
85,20010331, Blue Jays,Mike Sirotka,15,TOR,sirom001
86,20010331, Devil Rays,Juan Guzman (Andres),15,TBA,
87,20010331, Devil Rays,Wilson Alvarez,15,TBA,alvaw001
88,20010331, Diamondbacks,Reggie Sanders (Laverne),15,ARI,
89,20010331, Dodgers,(James) Kevin Brown,15,LAN,
90,20010331, Indians,Cameron Cairncross,60,CLE,cairc001
91,20010331, Indians,Charles Nagy,15,CLE,nagyc001
92,20010331, Indians,Dave Roberts (Ray),15,CLE,
93,20010331, Indians,Jaret Wright,15,CLE,wrigj002
94,20010331, Indians,Travis Fryman,15,CLE,frymt001
95,20010331, Marlins,A.J. Burnett,15,MIA,burna001
96,20010331, Marlins,Chuck Smith,15,MIA,smitc001
97,20010331, Marlins,Pablo Ozuna,15,MIA,ozunp001
98,20010331, Phillies,Cliff Politte,60,PHI,polic001
99,20010331, Phillies,Rob Ducey,15,PHI,duceb001
100,20010331, Pirates,Alex Hernandez,60,PIT,herna001
101,20010331, Pirates,Francisco Cordova,15,PIT,cordf001
102,20010331, Pirates,Jason Schmidt,15,PIT,schmj001
103,20010331, Pirates,Kris Benson,15,PIT,bensk001
104,20010331, Pirates,Mike Benjamin (Paul),15,PIT,
105,20010331, Pirates,Rich Loiselle,60,PIT,loisr001
106,20010331, Red Sox,Bret Saberhagen,15,BOS,sabeb001
107,20010331, Red Sox,Bryce Florie,60,BOS,florb001
108,20010331, Red Sox,David Cone,15,BOS,coned001
109,20010331, Red Sox,Hipolito Pichardo,15,BOS,pichh001
110,20010331, Red Sox,John Valentin,15,BOS,valej002
111,20010331, Red Sox,Juan Pena,15,BOS,penaj002
112,20010331, Red Sox,Nomar Garciaparra,15,BOS,garcn001
113,20010331, Twins,Jay Canizaro,60,MIN,canij001
114,20010331, Yankees,Darrell Einertson,60,NYA,eined001
115,20010331, Yankees,Henry Alberto Rodriguez,15,NYA,
116,20010331, Yankees,Ramiro Mendoza,15,NYA,mendr001
117,20010331, Yankees,Shane Spencer,15,NYA,spens001
118,20010331, Marlins,Jeff Abbott,15,MIA,abboj002
119,20010401, Cubs,Tom Gordon,15,CHN,gordt001
120,20010401, Mariners,Gil Meche,60,SEA,mechg001
121,20010401, Mariners,Norm Charlton,60,SEA,charn001
122,20010401, Mariners,Paul Abbott,15,SEA,abbop001
123,20010403, Astros,Moises Alou,15,HOU,aloum001
124,20010404, Brewers,Valerio De Los Santos,15,MIL,
125,20010404, Cubs,Ron Coomer,15,CHN,coomr001
126,20010404, Expos,Sandy Martinez,60,MON,marta002
127,20010404, Reds,Scott Williamson,60,CIN,wills002
128,20010405, Angels,Ismael Valdez,15,ANA,valdi001
129,20010405, Blue Jays,Homer Bush,15,TOR,bushh001
130,20010406, Brewers,Valerio De Los Santos,60,MIL,
131,20010406, Indians,Jamie Brown,15,CLE,browj004
132,20010406, Phillies,Brian Hunter (L.),0,PHI,
133,20010406, Pirates,Mike Benjamin (Paul),60,PIT,
134,20010406, Pirates,Terry Mulholland,15,PIT,mulht001
135,20010406, Red Sox,Chris Stynes,15,BOS,stync001
137,20010408, Diamondbacks,Bobby Witt,15,ARI,wittb001
138,20010408, Indians,Dave Roberts (Ray),60,CLE,
139,20010408, Rockies,Neifi Perez,15,COL,peren001
140,20010408, Tigers,Brian Moehler,15,DET,moehb001
145,20010409, Mets,Benny Agbayani,15,NYN,agbab001
146,20010409, Rockies,Craig Dingman,15,COL,dingc001
147,20010409, Twins,John Barnes,60,MIN,barnj001
148,20010409, Twins,Torii Hunter Sr.,15,MIN,
149,20010410, Indians,Steve Woodard,15,CLE,woods001
151,20010411, Mets,Eric Cammack,60,NYN,camme001
152,20010411, Mets,Timo Perez,15,NYN,peret004
153,20010412, Blue Jays,Lance Painter,15,TOR,painl001
154,20010412, Braves,Brad Voyles,60,ATL,voylb001
155,20010412, White Sox,Cal Eldred,15,CHA,eldrc001
157,20010413, Brewers,Everett Stull,60,MIL,stule001
158,20010413, Expos,Carl Pavano,60,MON,pavac001
160,20010415, Phillies,David Newhan,15,PHI,newhd001
161,20010415, Reds,Scott Winchester,15,CIN,wincs001
163,20010416, Astros,Bill Spiers,15,HOU,spieb001
164,20010416, Cardinals,Mark McGwire,15,SLN,mcgwm001
166,20010417, Padres,Mark Kotsay,15,SDN,kotsm001
167,20010417, Pirates,Adrian Brown (Demond),15,PIT,
171,20010419, Dodgers,Andy Ashby,15,LAN,ashba002
172,20010419, Rangers,Dan Kolb,60,TEX,
173,20010419, Rangers,Tim Crabtree,15,TEX,crabt001
176,20010421, Padres,Tony Gwynn Sr.,15,SDN,
178,20010421, White Sox,Antonio Osuna,15,CHA,osuna002
180,20010422, Angels,Glenallen Hill Sr.,15,ANA,
181,20010422, Diamondbacks,Brian Anderson (James),15,ARI,
185,20010424, Brewers,Jeff D'Amico (Charles),15,MIL,
186,20010424, Devil Rays,Juan Guzman (Andres),60,TBA,
188,20010424, Padres,Kevin Walker,15,SDN,walkk001
191,20010425, Cardinals,Garrett Stephenson,60,SLN,stepg001
193,20010425, Devil Rays,Wilson Alvarez,60,TBA,alvaw001
194,20010425, Diamondbacks,Bobby Witt,60,ARI,wittb001
195,20010425, Diamondbacks,Todd Stottlemyre,60,ARI,stott001
196,20010425, Mets,Al Leiter,0,NYN,leita001
198,20010426, Giants,Felipe Crespo,15,SFN,cresf001
199,20010427, Blue Jays,Mike Sirotka,60,TOR,sirom001
200,20010427, Mets,Darryl Hamilton,15,NYN,hamid001
203,20010428, Orioles,David Segui,15,BAL,segud001
205,20010430, Reds,Ken Griffey Jr.,15,CIN,
208,20010501, Mets,Rick White (Allen),15,NYN,
210,20010501, White Sox,Jim Parque,15,CHA,parqj001
211,20010502, Cubs,Mike Fyhrie,15,CHN,fyhrm001
212,20010502, Dodgers,Paul Lo Duca,15,LAN,lodup001
213,20010502, Padres,Mike Darr (Curtis),15,SDN,
214,20010502, Rangers,Ivan Rodriguez (b. 1971-11-27),15,TEX,
215,20010503, Astros,Charlie Hayes,0,HOU,hayec001
216,20010503, Rangers,Chad Curtis,15,TEX,curtc001
217,20010504, Brewers,Geoff Jenkins,15,MIL,jenkg001
218,20010504, Expos,Tim Raines Sr.,15,MON,
220,20010505, Angels,Bengie Molina,15,ANA,molib001
221,20010505, Angels,Kimera Bartee,60,ANA,bartk001
222,20010505, Twins,David Ortiz,15,MIN,ortid001
225,20010506, Pirates,Keith Osik,15,PIT,osikk001
226,20010507, Angels,Jorge Fabregas,15,ANA,fabrj001
229,20010507, Rangers,Darren Oliver,15,TEX,olivd001
231,20010508, Expos,Hideki Irabu,60,MON,irabh001
232,20010508, Mets,Jay Payton,15,NYN,paytj001
235,20010508, Rockies,Brian Bohanon,15,COL,bohab001
239,20010509, Red Sox,Craig Grebeck,15,BOS,grebc001
242,20010510, Devil Rays,Mike Judd,15,TBA,juddm001
243,20010510, Padres,Brian Tollberg,15,SDN,tollb001
245,20010510, Red Sox,Chris Stynes,15,BOS,stync001
246,20010510, White Sox,Frank Thomas (Edward),15,CHA,
247,20010511, Blue Jays,Jose Cruz Jr.,15,TOR,
248,20010511, Braves,Damian Moss,15,ATL,mossd001
249,20010511, Brewers,Mark Leiter (E.),15,MIL,
250,20010511, Expos,Fernando Tatis Sr.,15,MON,
251,20010511, Expos,Terry Jones (Lee),60,MON,
252,20010511, Padres,Tony Gwynn Sr.,15,SDN,
253,20010511, Reds,Pete Harnisch,15,CIN,harnp001
254,20010512, Devil Rays,Ariel Prieto,15,TBA,priea001
255,20010512, Diamondbacks,Armando Reynoso,15,ARI,reyna001
257,20010512, Phillies,Mike Lieberthal,15,PHI,liebm001
258,20010512, Phillies,Vicente Padilla,15,PHI,padiv001
260,20010513, Giants,John Johnstone,60,SFN,johnj006
261,20010513, Giants,Shawn Estes,15,SFN,estes001
262,20010513, Mets,Tom Martin,15,NYN,martt003
263,20010513, Padres,Damian Jackson,15,SDN,jackd003
264,20010513, Rockies,Brooks Kieschnick,15,COL,kiesb001
266,20010514, Cubs,Bill Mueller,15,CHN,muelb001
270,20010515, Astros,Doug Brocail,60,HOU,brocd001
274,20010515, Reds,Aaron Boone,15,CIN,boona001
275,20010516, Devil Rays,Russ Johnson,15,TBA,johnr006
276,20010517, Angels,Mike Holtz,15,ANA,holtm001
282,20010518, Devil Rays,Jose Guillen (Manuel),15,TBA,
284,20010518, Padres,Carlton Loewer,60,SDN,loewc001
285,20010518, Padres,Santiago Perez,15,SDN,peres001
286,20010518, Phillies,David Newhan,15,PHI,newhd001
287,20010518, Pirates,Derek Bell,15,PIT,belld001
289,20010518, Reds,Barry Larkin,15,CIN,larkb001
293,20010519, Rockies,Todd Hollandsworth,15,COL,hollt001
295,20010521, Angels,Jose Molina (B.),15,ANA,
297,20010521, Diamondbacks,Matt Williams (Derrick),15,ARI,
298,20010521, Dodgers,Chris Donnels,15,LAN,donnc001
301,20010522, Expos,Jose Vidro,15,MON,vidrj001
302,20010523, Diamondbacks,Russ Springer,15,ARI,sprir001
303,20010523, Giants,Alan Embree,15,SFN,embra001
304,20010523, Padres,Kevin Walker,15,SDN,walkk001
306,20010523, Twins,Mark Redman,15,MIN,redmm002
307,20010524, Angels,Shigetoshi Hasegawa,15,ANA,hases001
308,20010524, Expos,Mike Thurman,15,MON,thurm002
311,20010524, Padres,Rodney Myers (Luther),15,SDN,
313,20010525, Brewers,Jamey Wright,15,MIL,wrigj001
315,20010525, Phillies,Mike Lieberthal,60,PHI,liebm001
316,20010525, Rangers,Randy Velarde,15,TEX,velar001
317,20010525, Rockies,John Thomson,15,COL,thomj005
319,20010527, Giants,Eric Davis,15,SFN,davie001
320,20010527, Mets,Bobby Jones (Mitchell),15,NYN,
321,20010527, Mets,Donne Wall,15,NYN,walld002
322,20010527, Reds,John Riedling,15,CIN,riedj001
324,20010528, Dodgers,Gary Sheffield,15,LAN,shefg001
330,20010529, Rangers,Bill Haselman,60,TEX,haseb001
332,20010530, Reds,Dennys Reyes,15,CIN,reyed001
333,20010530, Reds,John Riedling,60,CIN,riedj001
334,20010531, Devil Rays,Felix Martinez (Mata),15,TBA,
338,20010531, Mariners,Norm Charlton,15,SEA,charn001
339,20010531, Padres,Sterling Hitchcock,60,SDN,hitcs001
341,20010531, Phillies,Wayne Gomes,15,PHI,gomew001
343,20010601, Giants,J.T. Snow,15,SFN,snowj001
346,20010601, Pirates,Francisco Cordova,60,PIT,cordf001
348,20010601, Rockies,Mark Little (Travis),15,COL,
350,20010602, Indians,Chuck Finley,15,CLE,finlc001
352,20010603, Diamondbacks,Brian Anderson (James),15,ARI,
353,20010603, Rangers,Ryan Glynn,15,TEX,glynr001
354,20010603, Red Sox,Craig Grebeck,15,BOS,grebc001
355,20010603, Yankees,Christian Parker,60,NYA,parkc003
357,20010604, Astros,Bill Spiers,60,HOU,spieb001
358,20010604, Astros,Billy Wagner,15,HOU,wagnb001
359,20010604, Dodgers,(James) Kevin Brown,15,LAN,
362,20010604, Reds,Brian Reith,0,CIN,reitb001
363,20010604, Twins,Chad Allen,15,MIN,allec001
364,20010604, Twins,David Ortiz,60,MIN,ortid001
365,20010605, Padres,Donaldo Mendez,15,SDN,mendd001
367,20010605, Pirates,Jose Silva,15,PIT,silvj001
368,20010605, Twins,Eddie Guardado,15,MIN,guare001
369,20010605, White Sox,Lorenzo Barcelo,15,CHA,barcl001
370,20010606, Diamondbacks,Greg Colbrunn,15,ARI,colbg001
371,20010606, Padres,Rudy Seanez,15,SDN,seanr001
372,20010606, Pirates,John Wehner,15,PIT,wehnj001
374,20010606, Red Sox,Lou Merloni,15,BOS,merll001
375,20010606, Twins,Jason Maxwell,15,MIN,maxwj001
376,20010607, Braves,George Lombard,60,ATL,lombg001
377,20010607, Expos,Fernando Tatis Sr.,15,MON,
378,20010607, Red Sox,John Valentin,15,BOS,valej002
381,20010608, Red Sox,Jason Varitek,15,BOS,varij001
383,20010608, White Sox,Herbert Perry,15,CHA,perrh001
384,20010608, White Sox,Jose Valentin (A.),15,CHA,
385,20010609, Brewers,Jeffrey Hammonds,15,MIL,hammj001
386,20010609, Royals,Mark Quinn,15,KCA,quinm001
390,20010610, Red Sox,Bret Saberhagen,60,BOS,sabeb001
392,20010611, Braves,John Smoltz,15,ATL,smolj001
393,20010611, Expos,Terry Jones (Lee),15,MON,
395,20010612, Astros,Kent Bottenfield,15,HOU,bottk001
396,20010612, Braves,Kurt Abbott,60,ATL,abbok002
397,20010612, Dodgers,Mark Grudzielanek,15,LAN,grudm001
400,20010612, Pirates,Terry Mulholland,15,PIT,mulht001
402,20010612, Rangers,Rusty Greer,15,TEX,greer001
404,20010612, Red Sox,Nomar Garciaparra,60,BOS,garcn001
405,20010613, Padres,Wiki Gonzalez,15,SDN,gonzw001
406,20010613, Rockies,Denny Neagle,15,COL,neagd001
407,20010614, Diamondbacks,Armando Reynoso,15,ARI,reyna001
408,20010614, Diamondbacks,Danny Klassen,60,ARI,klasd001
410,20010614, Orioles,Mike Bordick,15,BAL,bordm001
411,20010614, Phillies,David Newhan,60,PHI,newhd001
412,20010614, Phillies,Edilberto Oropesa,15,PHI,
413,20010614, Rangers,Mike Hubbard,15,TEX,hubbm001
414,20010614, Rockies,Todd Hollandsworth,60,COL,hollt001
415,20010615, Brewers,Paul Rigdon,15,MIL,rigdp001
417,20010615, Dodgers,Tim Bogar,15,LAN,bogat001
420,20010615, Indians,Paul Shuey,15,CLE,shuep001
422,20010615, Mets,Edgardo Alfonzo,15,NYN,alfoe001
427,20010616, Orioles,Luis Rivera (Gutierrez)?,60,BAL,
428,20010617, Rangers,Ken Caminiti,15,TEX,camik001
429,20010617, Royals,Dee Brown,15,KCA,browd002
431,20010618, Cardinals,J.D. Drew,15,SLN,drewj001
432,20010618, Expos,Curtis Pride,15,MON,pridc001
433,20010618, White Sox,Kelly Wunsch,15,CHA,wunsk001
435,20010619, Cubs,Todd Hundley,15,CHN,hundt001
436,20010619, Expos,Hideki Irabu,15,MON,irabh001
437,20010619, Indians,Ed Taubensee,15,CLE,taube001
441,20010620, Braves,Joe Nelson,15,ATL,nelsj002
444,20010620, Mets,Tsuyoshi Shinjo,15,NYN,shint001
447,20010622, Devil Rays,Esteban Yan,15,TBA,yan-e001
451,20010623, Astros,Kent Bottenfield,60,HOU,bottk001
452,20010623, Astros,Orlando Merced,15,HOU,merco002
453,20010623, Braves,Kevin Millwood,60,ATL,millk004
454,20010623, Mariners,Norm Charlton,15,SEA,charn001
455,20010623, Orioles,Chris Richard,15,BAL,richc001
456,20010623, Orioles,Luis Matos (David),60,BAL,
457,20010623, Pirates,Jose Silva,60,PIT,silvj001
460,20010624, Dodgers,Mike Fetters,15,LAN,fettm001
462,20010624, Giants,J.T. Snow,15,SFN,snowj001
465,20010625, Devil Rays,Jose Guillen (Manuel),15,TBA,
468,20010625, Pirates,Adrian Brown (Demond),60,PIT,
469,20010626, Blue Jays,Homer Bush,15,TOR,bushh001
472,20010626, Red Sox,Rich Garces,15,BOS,garcr001
474,20010627, Pirates,Pat Meares,15,PIT,mearp001
475,20010627, Red Sox,Pedro Martinez (Jaime),15,BOS,
478,20010628, Rangers,Francisco Cordero,15,TEX,cordf002
479,20010628, Red Sox,Carl Everett,15,BOS,everc001
481,20010629, Cubs,Courtney Duncan,15,CHN,duncc001
482,20010629, Indians,Chuck Finley,15,CLE,finlc001
484,20010629, Phillies,Ricky Bottalico,15,PHI,bottr001
485,20010629, Red Sox,Frank Castillo,15,BOS,castf001
486,20010629, Reds,Barry Larkin,15,CIN,larkb001
487,20010629, Twins,Brian Buchanan,15,MIN,buchb002
488,20010629, White Sox,Bill Simas,60,CHA,simab001
489,20010630, Blue Jays,Chris Woodward,15,TOR,woodc001
490,20010630, Brewers,Jeff D'Amico (Charles),60,MIL,
491,20010630, Dodgers,Darren Dreifort,15,LAN,dreid001
493,20010701, Diamondbacks,Greg Colbrunn,15,ARI,colbg001
495,20010701, Rangers,Tim Crabtree,15,TEX,crabt001
498,20010702, Angels,Tim Salmon,15,ANA,salmt001
499,20010702, Brewers,Paul Rigdon,15,MIL,rigdp001
500,20010702, Rangers,J.D. Smart,15,TEX,smarj001
503,20010703, Mets,Jorge Velandia,15,NYN,velaj001
508,20010703, White Sox,David Wells (Lee),15,CHA,
509,20010704, Mariners,Stan Javier,15,SEA,javis001
514,20010706, Braves,Bernard Gilkey,0,ATL,gilkb001
515,20010706, Brewers,James Mouton,15,MIL,moutj001
516,20010706, Cubs,Rondell White,15,CHN,whitr001
520,20010707, Cardinals,Mike James,15,SLN,jamem001
521,20010707, Red Sox,Pete Schourek,15,BOS,schop001
523,20010708, Rockies,Jose Jimenez (Antena),15,COL,
524,20010708, Rockies,Kane Davis,15,COL,davik001
526,20010712, Braves,Rafael Furcal,60,ATL,furcr001
528,20010712, Expos,Tim Raines Sr.,60,MON,
529,20010712, Giants,Mark Gardner,15,SFN,gardm001
532,20010712, Twins,Johan Santana,15,MIN,santj003
533,20010712, Twins,Mark Redman,60,MIN,redmm002
534,20010713, Cardinals,Mike James,15,SLN,jamem001
535,20010713, Dodgers,Hiram Bocachica,15,LAN,bocah001
536,20010713, Expos,Guillermo Mota,15,MON,motag001
538,20010713, Pirates,Derek Bell,15,PIT,belld001
540,20010713, Tigers,Dean Palmer,15,DET,palmd002
541,20010714, Brewers,Mark Leiter (E.),60,MIL,
542,20010714, Brewers,Mike Buddie,15,MIL,buddm001
543,20010714, Brewers,Tyler Houston,15,MIL,houst001
545,20010714, Rockies,Jose Jimenez (Antena),15,COL,
546,20010714, Twins,Cristian Guzman,15,MIN,guzmc001
548,20010715, Giants,Tim Worrell,15,SFN,worrt002
551,20010716, Cubs,Rondell White,15,CHN,whitr001
553,20010716, Mariners,Edgar Martinez (b. 1963-01-02),15,SEA,
556,20010717, Astros,Scott Elarton,15,HOU,elars001
558,20010717, Rockies,Jacob Cruz,15,COL,cruzj003
559,20010718, Brewers,Alex Sanchez (a),15,MIL,
561,20010718, Dodgers,(James) Kevin Brown,15,LAN,
562,20010719, Marlins,Vladimir Nunez (Zarabaza),15,MIA,
564,20010720, Braves,Quilvio Veras,15,ATL,veraq001
566,20010720, Devil Rays,Bryan Rekar,15,TBA,rekab001
567,20010720, Dodgers,Tom Goodwin,15,LAN,goodt001
570,20010720, Pirates,Rob Mackowiak,15,PIT,
571,20010721, Indians,Ellis Burks,15,CLE,burke001
574,20010723, Diamondbacks,Robert Ellis,15,ARI,ellir001
575,20010723, Expos,Rob Ducey,60,MON,duceb001
576,20010723, Indians,Paul Shuey,15,CLE,shuep001
577,20010723, Orioles,David Segui,15,BAL,segud001
581,20010724, Rangers,Kenny Rogers,15,TEX,rogek001
583,20010725, Blue Jays,Steve Parris,15,TOR,parrs001
585,20010725, Marlins,Chuck Smith,15,MIA,smitc001
586,20010726, Athletics,Billy McMillon,15,OAK,mcmib001
588,20010726, Cubs,Courtney Duncan,15,CHN,duncc001
593,20010727, Giants,J.T. Snow,15,SFN,snowj001
595,20010727, Rangers,Ruben Sierra (Angel),15,TEX,
596,20010727, Rangers,Tim Crabtree,60,TEX,crabt001
599,20010728, Padres,Tom Davey,15,SDN,davet001
601,20010729, Red Sox,Craig Grebeck,60,BOS,grebc001
604,20010731, Brewers,Geoff Jenkins,15,MIL,jenkg001
605,20010731, Brewers,Jeffrey Hammonds,60,MIL,hammj001
606,20010731, Cardinals,Mike Timlin,15,SLN,timlm001
608,20010731, Padres,David Lee,15,SDN,lee-d003
612,20010802, Pirates,Armando Rios,15,PIT,riosa001
613,20010802, Rockies,Ben Petrick,15,COL,petrb001
617,20010803, Marlins,Eric Owens (Blake),15,MIA,
618,20010803, Red Sox,Hipolito Pichardo,15,BOS,pichh001
619,20010803, Yankees,Scott Brosius,15,NYA,bross001
622,20010804, Phillies,Randy Wolf,15,PHI,wolfr001
625,20010807, Athletics,Jim Mecir,15,OAK,mecij001
626,20010807, Devil Rays,Steve Cox,15,TBA,cox-s001
627,20010807, Giants,Shawon Dunston Sr.,15,SFN,
629,20010807, Phillies,Dennis Cook,15,PHI,cookd001
630,20010808, Mariners,Ed Sprague Jr.,15,SEA,
631,20010808, Red Sox,Bret Saberhagen,15,BOS,sabeb001
633,20010808, Twins,Brad Radke,15,MIN,radkb001
634,20010808, White Sox,Cal Eldred,60,CHA,eldrc001
635,20010808, White Sox,Sandy Alomar Jr.,15,CHA,
636,20010809, Dodgers,Luke Prokopec,15,LAN,prokl001
640,20010810, Brewers,Ronnie Belliard,15,MIL,bellr002
641,20010810, Cardinals,Carlos Hernandez (Alberto),60,SLN,
643,20010811, Brewers,Raul Casanova,15,MIL,casar001
644,20010811, Pirates,Armando Rios,60,PIT,riosa001
646,20010812, Cubs,Kerry Wood,15,CHN,woodk002
647,20010812, Phillies,Rheal Cormier,15,PHI,cormr001
650,20010813, Devil Rays,Jeff Wallace,15,TBA,wallj001
651,20010813, Pirates,Mike Lincoln,15,PIT,lincm001
652,20010814, Angels,Jose Nieves,15,ANA,nievj002
653,20010814, Brewers,Ben Sheets,15,MIL,sheeb001
655,20010814, Pirates,Warren Morris,15,PIT,morrw001
656,20010815, Red Sox,Brian Daubach,15,BOS,daubb001
657,20010815, Red Sox,Rolando Arrojo,15,BOS,arror001
658,20010815, Reds,Aaron Boone,15,CIN,boona001
659,20010815, Twins,Chad Allen,15,MIN,allec001
660,20010817, Astros,Scott Servais,15,HOU,servs002
662,20010817, Diamondbacks,Erubiel Durazo,15,ARI,durae001
665,20010818, Astros,Shane Reynolds,15,HOU,reyns001
668,20010819, Dodgers,Jesse Orosco (Russell),15,LAN,
670,20010819, Giants,Wayne Gomes,15,SFN,gomew001
672,20010820, Brewers,Paul Rigdon,60,MIL,rigdp001
673,20010821, Cubs,Felix Heredia,15,CHN,heref001
674,20010821, Marlins,Vic Darensbourg,15,MIA,darev001
680,20010823, Giants,Shawn Estes,15,SFN,estes001
681,20010823, Rangers,Kenny Rogers,60,TEX,rogek001
682,20010823, Rockies,Jose Jimenez (Antena),15,COL,
683,20010823, White Sox,Jim Parque,60,CHA,parqj001
684,20010824, Brewers,Lance Painter,15,MIL,painl001
685,20010824, Indians,Charles Nagy,15,CLE,nagyc001
686,20010824, Orioles,Mike Kinkade,15,BAL,kinkm001
688,20010825, Brewers,Nick Neugebauer,15,MIL,neugn001
689,20010825, Brewers,Raul Casanova,60,MIL,casar001
692,20010826, Padres,Alex Arias,15,SDN,ariaa001
694,20010826, Rockies,Mark Little (Travis),15,COL,
696,20010828, Astros,Pedro Astacio,15,HOU,astap001
697,20010828, Brewers,Jimmy Haynes,15,MIL,haynj001
701,20010829, Phillies,Edilberto Oropesa,0,PHI,
703,20010829, Red Sox,Nomar Garciaparra,15,BOS,garcn001
704,20010829, Twins,Chad Allen,60,MIN,allec001
705,20010831, Indians,Danny Peoples,15,CLE,
706,20010831, Reds,John Riedling,60,CIN,riedj001
709,20010901, Brewers,Lance Painter,60,MIL,painl001
715,20010901, Diamondbacks,Matt Mantei,60,ARI,mantm001
716,20010901, Diamondbacks,Russ Springer,60,ARI,sprir001
722,20010901, Orioles,Pat Hentgen,60,BAL,hentp001
725,20010901, Red Sox,John Valentin,60,BOS,valej002
727,20010901, Rockies,Brian Bohanon,60,COL,bohab001
728,20010901, Twins,Johan Santana,60,MIN,santj003
733,20010901, Devil Rays,Juan Guzman (Andres),15,TBA,
734,20010902, Orioles,Mike Bordick,60,BAL,bordm001
735,20010902, Indians,Jaret Wright,60,CLE,wrigj002
737,20010903, Reds,Barry Larkin,60,CIN,larkb001
738,20010904, Diamondbacks,Armando Reynoso,60,ARI,reyna001
739,20010904, Marlins,Chuck Smith,60,MIA,smitc001
740,20010904, Marlins,Nathan Rolison,60,MIA,
741,20010904, Padres,Adam Eaton (Thomas),60,SDN,
742,20010904, Padres,Kevin Walker,60,SDN,walkk001
745,20010904, Red Sox,Jason Varitek,60,BOS,varij001
750,20010905, Reds,Kelly Stinnett,60,CIN,stink001
753,20010907, Orioles,Jay Gibbons,60,BAL,gibbj002
754,20010907, Red Sox,Bret Saberhagen,60,BOS,sabeb001
755,20010908, Brewers,Tyler Houston,60,MIL,houst001
756,20010908, Devil Rays,Ariel Prieto,60,TBA,priea001
758,20010910, Red Sox,Mike Lansing,60,BOS,lansm001
759,20010911, Athletics,Billy McMillon,60,OAK,mcmib001
760,20010912, Rockies,Mark Little (Travis),60,COL,
763,20010918, Cubs,Felix Heredia,15,CHN,heref001
765,20010918, Red Sox,Pedro Martinez (Jaime),15,BOS,
767,20010919, Rockies,Bobby Chouinard,60,COL,choub001
770,20010921, White Sox,Rocky Biddle,15,CHA,biddr001
771,20010924, Red Sox,Pedro Martinez (Jaime),60,BOS,
